# diocotron highorder nc=1024 l=4 ng=3 cfl=0.4
t,amplitude
2.6572,8.03384e-05
2.66679,8.04546e-05
2.67638,8.05709e-05
2.68598,8.06875e-05
2.69557,8.08043e-05
2.70516,8.09213e-05
2.71476,8.10385e-05
2.72435,8.1156e-05
2.73394,8.12736e-05
2.74353,8.13915e-05
2.75313,8.15095e-05
2.76272,8.16278e-05
2.77231,8.17463e-05
2.78191,8.1865e-05
2.7915,8.19839e-05
2.80109,8.2103e-05
2.81068,8.22223e-05
2.82028,8.23418e-05
2.82987,8.24615e-05
2.83946,8.25814e-05
2.84905,8.27015e-05
2.85865,8.28218e-05
2.86824,8.29423e-05
2.87783,8.3063e-05
2.88743,8.31839e-05
2.89702,8.3305e-05
2.90661,8.34263e-05
2.9162,8.35477e-05
2.9258,8.36694e-05
2.93539,8.37913e-05
2.94498,8.39133e-05
2.95458,8.40356e-05
2.96417,8.4158e-05
2.97376,8.42806e-05
2.98335,8.44034e-05
2.99295,8.45264e-05
3.00254,8.46496e-05
3.01213,8.4773e-05
3.02172,8.48965e-05
3.03132,8.50203e-05
3.04091,8.51442e-05
3.0505,8.52683e-05
3.0601,8.53926e-05
3.06969,8.55171e-05
3.07928,8.56417e-05
3.08887,8.57665e-05
3.09847,8.58915e-05
3.10806,8.60167e-05
3.11765,8.61421e-05
3.12725,8.62676e-05
3.13684,8.63933e-05
3.14643,8.65192e-05
3.15602,8.66453e-05
3.16562,8.67715e-05
3.17521,8.68979e-05
3.1848,8.70245e-05
3.19439,8.71512e-05
3.20399,8.72782e-05
3.21358,8.74053e-05
3.22317,8.75325e-05
3.23277,8.766e-05
3.24236,8.77875e-05
3.25195,8.79153e-05
3.26154,8.80432e-05
3.27114,8.81713e-05
3.28073,8.82996e-05
3.29032,8.8428e-05
3.29992,8.85566e-05
3.30951,8.86854e-05
3.3191,8.88143e-05
3.32869,8.89434e-05
3.33829,8.90726e-05
3.34788,8.9202e-05
3.35747,8.93316e-05
3.36706,8.94613e-05
3.37666,8.95912e-05
3.38625,8.97212e-05
3.39584,8.98514e-05
3.40544,8.99818e-05
3.41503,9.01123e-05
3.42462,9.02429e-05
3.43421,9.03737e-05
3.44381,9.05047e-05
3.4534,9.06358e-05
3.46299,9.07671e-05
3.47259,9.08986e-05
3.48218,9.10301e-05
3.49177,9.11619e-05
3.50136,9.12938e-05
3.51096,9.14258e-05
3.52055,9.1558e-05
3.53014,9.16903e-05
3.53973,9.18228e-05
3.54933,9.19555e-05
3.55892,9.20882e-05
3.56851,9.22212e-05
3.57811,9.23542e-05
3.5877,9.24875e-05
3.59729,9.26208e-05
3.60688,9.27543e-05
3.61648,9.2888e-05
3.62607,9.30218e-05
3.63566,9.31557e-05
3.64526,9.32898e-05
3.65485,9.3424e-05
3.66444,9.35584e-05
3.67403,9.36929e-05
3.68363,9.38276e-05
3.69322,9.39624e-05
3.70281,9.40973e-05
3.7124,9.42323e-05
3.722,9.43676e-05
3.73159,9.45029e-05
3.74118,9.46384e-05
3.75078,9.4774e-05
3.76037,9.49097e-05
3.76996,9.50456e-05
3.77955,9.51817e-05
3.78915,9.53178e-05
3.79874,9.54541e-05
3.80833,9.55905e-05
3.81793,9.57271e-05
3.82752,9.58638e-05
3.83711,9.60006e-05
3.8467,9.61376e-05
3.8563,9.62747e-05
3.86589,9.64119e-05
3.87548,9.65493e-05
3.88507,9.66868e-05
3.89467,9.68244e-05
3.90426,9.69621e-05
3.91385,9.71e-05
3.92345,9.7238e-05
3.93304,9.73762e-05
3.94263,9.75144e-05
3.95222,9.76528e-05
3.96182,9.77914e-05
3.97141,9.793e-05
3.981,9.80688e-05
3.9906,9.82077e-05
4.00019,9.83467e-05
4.00978,9.84859e-05
4.01937,9.86252e-05
4.02897,9.87646e-05
4.03856,9.89041e-05
4.04815,9.90438e-05
4.05774,9.91836e-05
4.06734,9.93235e-05
4.07693,9.94635e-05
4.08652,9.96037e-05
4.09612,9.9744e-05
4.10571,9.98844e-05
4.1153,0.000100025
4.12489,0.000100166
4.13449,0.000100306
4.14408,0.000100447
4.15367,0.000100588
4.16327,0.000100729
4.17286,0.000100871
4.18245,0.000101012
4.19204,0.000101154
4.20164,0.000101295
4.21123,0.000101437
4.22082,0.000101579
4.23041,0.000101721
4.24001,0.000101863
4.2496,0.000102005
4.25919,0.000102147
4.26879,0.00010229
4.27838,0.000102433
4.28797,0.000102575
4.29756,0.000102718
4.30716,0.000102861
4.31675,0.000103004
4.32634,0.000103147
4.33594,0.000103291
4.34553,0.000103434
4.35512,0.000103578
4.36471,0.000103721
4.37431,0.000103865
4.3839,0.000104009
4.39349,0.000104153
4.40308,0.000104297
4.41268,0.000104441
4.42227,0.000104586
4.43186,0.00010473
4.44146,0.000104875
4.45105,0.000105019
4.46064,0.000105164
4.47023,0.000105309
4.47983,0.000105454
4.48942,0.000105599
4.49901,0.000105745
4.50861,0.00010589
4.5182,0.000106036
4.52779,0.000106181
4.53738,0.000106327
4.54698,0.000106473
4.55657,0.000106619
4.56616,0.000106765
4.57575,0.000106911
4.58535,0.000107057
4.59494,0.000107204
4.60453,0.00010735
4.61413,0.000107497
4.62372,0.000107644
4.63331,0.000107791
4.6429,0.000107938
4.6525,0.000108085
4.66209,0.000108232
4.67168,0.000108379
4.68128,0.000108527
4.69087,0.000108674
4.70046,0.000108822
4.71005,0.00010897
4.71965,0.000109118
4.72924,0.000109266
4.73883,0.000109414
4.74842,0.000109562
4.75802,0.000109711
4.76761,0.000109859
4.7772,0.000110008
4.7868,0.000110156
4.79639,0.000110305
4.80598,0.000110454
4.81557,0.000110603
4.82517,0.000110752
4.83476,0.000110901
4.84435,0.000111051
4.85395,0.0001112
4.86354,0.00011135
4.87313,0.000111499
4.88272,0.000111649
4.89232,0.000111799
4.90191,0.000111949
4.9115,0.000112099
4.92109,0.000112249
4.93069,0.0001124
4.94028,0.00011255
4.94987,0.0001127
4.95947,0.000112851
4.96906,0.000113002
4.97865,0.000113153
4.98824,0.000113304
4.99784,0.000113455
5.00743,0.000113606
5.01702,0.000113757
5.02662,0.000113908
5.03621,0.00011406
5.0458,0.000114211
5.05539,0.000114363
5.06499,0.000114515
5.07458,0.000114667
5.08417,0.000114819
5.09376,0.000114971
5.10336,0.000115123
5.11295,0.000115275
5.12254,0.000115428
5.13214,0.00011558
5.14173,0.000115733
5.15132,0.000115885
5.16091,0.000116038
5.17051,0.000116191
5.1801,0.000116344
5.18969,0.000116497
5.19929,0.00011665
5.20888,0.000116803
5.21847,0.000116957
5.22806,0.00011711
5.23766,0.000117264
5.24725,0.000117418
5.25684,0.000117571
5.26643,0.000117725
5.27603,0.000117879
5.28562,0.000118033
5.29521,0.000118187
5.30481,0.000118342
5.3144,0.000118496
5.32399,0.000118651
5.33358,0.000118805
5.34318,0.00011896
5.35277,0.000119115
5.36236,0.000119269
5.37196,0.000119424
5.38155,0.000119579
5.39114,0.000119735
5.40073,0.00011989
5.41033,0.000120045
5.41992,0.000120201
5.42951,0.000120356
5.4391,0.000120512
5.4487,0.000120667
5.45829,0.000120823
5.46788,0.000120979
5.47748,0.000121135
5.48707,0.000121291
5.49666,0.000121448
5.50625,0.000121604
5.51585,0.00012176
5.52544,0.000121917
5.53503,0.000122073
5.54463,0.00012223
5.55422,0.000122387
5.56381,0.000122544
5.5734,0.000122701
5.583,0.000122858
5.59259,0.000123015
5.60218,0.000123172
5.61177,0.00012333
5.62137,0.000123487
5.63096,0.000123645
5.64055,0.000123802
5.65015,0.00012396
5.65974,0.000124118
5.66933,0.000124276
5.67892,0.000124434
5.68852,0.000124592
5.69811,0.00012475
5.7077,0.000124909
5.7173,0.000125067
5.72689,0.000125226
5.73648,0.000125384
5.74607,0.000125543
5.75567,0.000125702
5.76526,0.000125861
5.77485,0.00012602
5.78444,0.000126179
5.79404,0.000126338
5.80363,0.000126497
5.81322,0.000126657
5.82282,0.000126816
5.83241,0.000126976
5.842,0.000127135
5.85159,0.000127295
5.86119,0.000127455
5.87078,0.000127615
5.88037,0.000127775
5.88997,0.000127935
5.89956,0.000128096
5.90915,0.000128256
5.91874,0.000128416
5.92834,0.000128577
5.93793,0.000128738
5.94752,0.000128898
5.95711,0.000129059
5.96671,0.00012922
5.9763,0.000129381
5.98589,0.000129542
5.99549,0.000129703
6.00508,0.000129865
6.01467,0.000130026
6.02426,0.000130187
6.03386,0.000130349
6.04345,0.000130511
6.05304,0.000130673
6.06264,0.000130834
6.07223,0.000130996
6.08182,0.000131158
6.09141,0.000131321
6.10101,0.000131483
6.1106,0.000131645
6.12019,0.000131808
6.12978,0.00013197
6.13938,0.000132133
6.14897,0.000132296
6.15856,0.000132458
6.16816,0.000132621
6.17775,0.000132784
6.18734,0.000132948
6.19693,0.000133111
6.20653,0.000133274
6.21612,0.000133437
6.22571,0.000133601
6.23531,0.000133765
6.2449,0.000133928
6.25449,0.000134092
6.26408,0.000134256
6.27368,0.00013442
6.28327,0.000134584
6.29286,0.000134748
6.30245,0.000134912
6.31205,0.000135077
6.32164,0.000135241
6.33123,0.000135406
6.34083,0.00013557
6.35042,0.000135735
6.36001,0.0001359
6.3696,0.000136065
6.3792,0.00013623
6.38879,0.000136395
6.39838,0.00013656
6.40798,0.000136726
6.41757,0.000136891
6.42716,0.000137057
6.43675,0.000137222
6.44635,0.000137388
6.45594,0.000137554
6.46553,0.00013772
6.47512,0.000137886
6.48472,0.000138052
6.49431,0.000138218
6.5039,0.000138384
6.5135,0.000138551
6.52309,0.000138717
6.53268,0.000138884
6.54227,0.00013905
6.55187,0.000139217
6.56146,0.000139384
6.57105,0.000139551
6.58065,0.000139718
6.59024,0.000139885
6.59983,0.000140052
6.60942,0.00014022
6.61902,0.000140387
6.62861,0.000140555
6.6382,0.000140722
6.64779,0.00014089
6.65739,0.000141058
6.66698,0.000141226
6.67657,0.000141394
6.68617,0.000141562
6.69576,0.000141731
6.70535,0.000141899
6.71494,0.000142067
6.72454,0.000142236
6.73413,0.000142405
6.74372,0.000142573
6.75332,0.000142742
6.76291,0.000142911
6.7725,0.00014308
6.78209,0.000143249
6.79169,0.000143419
6.80128,0.000143588
6.81087,0.000143757
6.82046,0.000143927
6.83006,0.000144097
6.83965,0.000144266
6.84924,0.000144436
6.85884,0.000144606
6.86843,0.000144776
6.87802,0.000144946
6.88761,0.000145116
6.89721,0.000145287
6.9068,0.000145457
6.91639,0.000145628
6.92599,0.000145798
6.93558,0.000145969
6.94517,0.00014614
6.95476,0.000146311
6.96436,0.000146482
6.97395,0.000146653
6.98354,0.000146824
6.99313,0.000146996
7.00273,0.000147167
7.01232,0.000147339
7.02191,0.000147511
7.03151,0.000147682
7.0411,0.000147854
7.05069,0.000148026
7.06028,0.000148198
7.06988,0.00014837
7.07947,0.000148543
7.08906,0.000148715
7.09866,0.000148887
7.10825,0.00014906
7.11784,0.000149233
7.12743,0.000149405
7.13703,0.000149578
7.14662,0.000149751
7.15621,0.000149924
7.1658,0.000150097
7.1754,0.000150271
7.18499,0.000150444
7.19458,0.000150618
7.20418,0.000150791
7.21377,0.000150965
7.22336,0.000151139
7.23295,0.000151313
7.24255,0.000151487
7.25214,0.000151661
7.26173,0.000151835
7.27133,0.000152009
7.28092,0.000152184
7.29051,0.000152358
7.3001,0.000152533
7.3097,0.000152708
7.31929,0.000152882
7.32888,0.000153057
7.33847,0.000153232
7.34807,0.000153407
7.35766,0.000153583
7.36725,0.000153758
7.37685,0.000153933
7.38644,0.000154109
7.39603,0.000154285
7.40562,0.00015446
7.41522,0.000154636
7.42481,0.000154812
7.4344,0.000154988
7.444,0.000155165
7.45359,0.000155341
7.46318,0.000155517
7.47277,0.000155694
7.48237,0.00015587
7.49196,0.000156047
7.50155,0.000156224
7.51114,0.000156401
7.52074,0.000156578
7.53033,0.000156755
7.53992,0.000156932
7.54952,0.000157109
7.55911,0.000157287
7.5687,0.000157464
7.57829,0.000157642
7.58789,0.00015782
7.59748,0.000157998
7.60707,0.000158176
7.61667,0.000158354
7.62626,0.000158532
7.63585,0.00015871
7.64544,0.000158889
7.65504,0.000159067
7.66463,0.000159246
7.67422,0.000159424
7.68381,0.000159603
7.69341,0.000159782
7.703,0.000159961
7.71259,0.00016014
7.72219,0.00016032
7.73178,0.000160499
7.74137,0.000160678
7.75096,0.000160858
7.76056,0.000161037
7.77015,0.000161217
7.77974,0.000161397
7.78934,0.000161577
7.79893,0.000161757
7.80852,0.000161937
7.81811,0.000162118
7.82771,0.000162298
7.8373,0.000162479
7.84689,0.000162659
7.85648,0.00016284
7.86608,0.000163021
7.87567,0.000163202
7.88526,0.000163383
7.89486,0.000163564
7.90445,0.000163745
7.91404,0.000163926
7.92363,0.000164108
7.93323,0.000164289
7.94282,0.000164471
7.95241,0.000164653
7.96201,0.000164835
7.9716,0.000165017
7.98119,0.000165199
7.99078,0.000165381
8.00038,0.000165563
8.00997,0.000165746
8.01956,0.000165928
8.02915,0.000166111
8.03875,0.000166293
8.04834,0.000166476
8.05793,0.000166659
8.06753,0.000166842
8.07712,0.000167025
8.08671,0.000167209
8.0963,0.000167392
8.1059,0.000167575
8.11549,0.000167759
8.12508,0.000167943
8.13468,0.000168126
8.14427,0.00016831
8.15386,0.000168494
8.16345,0.000168678
8.17305,0.000168862
8.18264,0.000169047
8.19223,0.000169231
8.20182,0.000169416
8.21142,0.0001696
8.22101,0.000169785
8.2306,0.00016997
8.2402,0.000170155
8.24979,0.00017034
8.25938,0.000170525
8.26897,0.00017071
8.27857,0.000170896
8.28816,0.000171081
8.29775,0.000171267
8.30735,0.000171452
8.31694,0.000171638
8.32653,0.000171824
8.33612,0.00017201
8.34572,0.000172196
8.35531,0.000172382
8.3649,0.000172569
8.37449,0.000172755
8.38409,0.000172941
8.39368,0.000173128
8.40327,0.000173315
8.41287,0.000173502
8.42246,0.000173689
8.43205,0.000173876
8.44164,0.000174063
8.45124,0.00017425
8.46083,0.000174437
8.47042,0.000174625
8.48002,0.000174812
8.48961,0.000175
8.4992,0.000175188
8.50879,0.000175376
8.51839,0.000175564
8.52798,0.000175752
8.53757,0.00017594
8.54716,0.000176128
8.55676,0.000176317
8.56635,0.000176505
8.57594,0.000176694
8.58554,0.000176883
8.59513,0.000177072
8.60472,0.000177261
8.61431,0.00017745
8.62391,0.000177639
8.6335,0.000177828
8.64309,0.000178017
8.65269,0.000178207
8.66228,0.000178396
8.67187,0.000178586
8.68146,0.000178776
8.69106,0.000178966
8.70065,0.000179156
8.71024,0.000179346
8.71983,0.000179536
8.72943,0.000179727
8.73902,0.000179917
8.74861,0.000180108
8.75821,0.000180298
8.7678,0.000180489
8.77739,0.00018068
8.78698,0.000180871
8.79658,0.000181062
8.80617,0.000181253
8.81576,0.000181445
8.82536,0.000181636
8.83495,0.000181828
8.84454,0.000182019
8.85413,0.000182211
8.86373,0.000182403
8.87332,0.000182595
8.88291,0.000182787
8.8925,0.000182979
8.9021,0.000183171
8.91169,0.000183364
8.92128,0.000183556
8.93088,0.000183749
8.94047,0.000183941
8.95006,0.000184134
8.95965,0.000184327
8.96925,0.00018452
8.97884,0.000184713
8.98843,0.000184906
8.99803,0.0001851
9.00762,0.000185293
9.01721,0.000185487
9.0268,0.00018568
9.03639,0.000185874
9.04598,0.000186068
9.05557,0.000186262
9.06515,0.000186456
9.07474,0.00018665
9.08433,0.000186844
9.09392,0.000187038
9.10351,0.000187233
9.11309,0.000187427
9.12268,0.000187622
9.13227,0.000187816
9.14186,0.000188011
9.15144,0.000188206
9.16103,0.000188401
9.17062,0.000188596
9.18021,0.000188792
9.1898,0.000188987
9.19938,0.000189182
9.20897,0.000189378
9.21856,0.000189574
9.22814,0.000189769
9.23772,0.000189965
9.2473,0.000190161
9.25688,0.000190357
9.26647,0.000190553
9.27605,0.000190749
9.28563,0.000190945
9.29521,0.000191142
9.30479,0.000191338
9.31437,0.000191535
9.32396,0.000191732
9.33354,0.000191928
9.34312,0.000192125
9.3527,0.000192322
9.36228,0.000192519
9.37186,0.000192717
9.38144,0.000192914
9.39103,0.000193112
9.40061,0.000193309
9.41019,0.000193507
9.41976,0.000193704
9.42934,0.000193902
9.43891,0.0001941
9.44848,0.000194298
9.45806,0.000194496
9.46763,0.000194694
9.4772,0.000194892
9.48678,0.000195091
9.49635,0.000195289
9.50592,0.000195488
9.5155,0.000195686
9.52507,0.000195885
9.53464,0.000196084
9.54422,0.000196283
9.55379,0.000196482
9.56336,0.000196681
9.57294,0.000196881
9.58251,0.00019708
9.59208,0.00019728
9.60166,0.000197479
9.61122,0.000197679
9.62079,0.000197879
9.63036,0.000198078
9.63992,0.000198278
9.64949,0.000198478
9.65906,0.000198678
9.66862,0.000198879
9.67819,0.000199079
9.68776,0.000199279
9.69733,0.00019948
9.70689,0.000199681
9.71646,0.000199881
9.72603,0.000200082
9.73559,0.000200283
9.74516,0.000200484
9.75473,0.000200685
9.76429,0.000200887
9.77386,0.000201088
9.78343,0.000201289
9.79299,0.000201491
9.80255,0.000201692
9.81211,0.000201894
9.82167,0.000202096
9.83123,0.000202298
9.84079,0.000202499
9.85035,0.000202701
9.85991,0.000202904
9.86947,0.000203106
9.87903,0.000203308
9.88859,0.000203511
9.89814,0.000203713
9.9077,0.000203916
9.91726,0.000204118
9.92682,0.000204321
9.93638,0.000204524
9.94594,0.000204727
9.9555,0.00020493
9.96506,0.000205134
9.97462,0.000205337
9.98418,0.00020554
9.99373,0.000205744
10.0033,0.000205947
10.0128,0.000206151
10.0224,0.000206354
10.0319,0.000206558
10.0415,0.000206762
10.051,0.000206966
10.0606,0.00020717
10.0701,0.000207374
10.0797,0.000207578
10.0892,0.000207783
10.0988,0.000207987
10.1083,0.000208192
10.1179,0.000208396
10.1274,0.000208601
10.137,0.000208806
10.1465,0.000209011
10.1561,0.000209216
10.1656,0.000209421
10.1752,0.000209626
10.1847,0.000209831
10.1943,0.000210037
10.2038,0.000210242
10.2133,0.000210447
10.2229,0.000210653
10.2324,0.000210858
10.242,0.000211064
10.2515,0.00021127
10.261,0.000211476
10.2706,0.000211682
10.2801,0.000211888
10.2897,0.000212094
10.2992,0.0002123
10.3087,0.000212507
10.3183,0.000212713
10.3278,0.00021292
10.3374,0.000213126
10.3469,0.000213333
10.3564,0.00021354
10.366,0.000213747
10.3755,0.000213954
10.385,0.000214161
10.3946,0.000214368
10.4041,0.000214575
10.4136,0.000214782
10.4232,0.00021499
10.4327,0.000215197
10.4422,0.000215405
10.4518,0.000215612
10.4613,0.00021582
10.4708,0.000216028
10.4804,0.000216236
10.4899,0.000216444
10.4994,0.000216652
10.509,0.00021686
10.5185,0.000217068
10.528,0.000217276
10.5376,0.000217485
10.5471,0.000217693
10.5566,0.000217902
10.5662,0.000218111
10.5757,0.000218319
10.5852,0.000218528
10.5947,0.000218737
10.6043,0.000218946
10.6138,0.000219155
10.6233,0.000219364
10.6328,0.000219573
10.6424,0.000219782
10.6519,0.000219992
10.6614,0.000220201
10.6709,0.000220411
10.6805,0.00022062
10.69,0.00022083
10.6995,0.00022104
10.709,0.00022125
10.7186,0.00022146
10.7281,0.00022167
10.7376,0.00022188
10.7471,0.00022209
10.7566,0.0002223
10.7662,0.00022251
10.7757,0.000222721
10.7852,0.000222931
10.7947,0.000223141
10.8042,0.000223352
10.8137,0.000223562
10.8233,0.000223773
10.8328,0.000223984
10.8423,0.000224195
10.8518,0.000224406
10.8613,0.000224617
10.8708,0.000224828
10.8803,0.000225039
10.8899,0.00022525
10.8994,0.000225462
10.9089,0.000225673
10.9184,0.000225885
10.9279,0.000226096
10.9374,0.000226308
10.9469,0.000226519
10.9564,0.000226731
10.966,0.000226942
10.9755,0.000227154
10.985,0.000227366
10.9945,0.000227578
11.004,0.00022779
11.0135,0.000228002
11.023,0.000228214
11.0325,0.000228426
11.042,0.000228638
11.0515,0.000228851
11.061,0.000229063
11.0705,0.000229275
11.08,0.000229488
11.0895,0.000229701
11.099,0.000229913
11.1085,0.000230126
11.118,0.000230339
11.1275,0.000230552
11.137,0.000230764
11.1465,0.000230977
11.156,0.00023119
11.1655,0.000231403
11.175,0.000231616
11.1845,0.000231829
11.194,0.000232042
11.2035,0.000232255
11.213,0.000232468
11.2225,0.000232682
11.232,0.000232895
11.2415,0.000233109
11.251,0.000233322
11.2605,0.000233536
11.27,0.000233749
11.2795,0.000233963
11.289,0.000234177
11.2985,0.000234391
11.3079,0.000234605
11.3174,0.000234819
11.3269,0.000235032
11.3364,0.000235246
11.3459,0.00023546
11.3554,0.000235674
11.3649,0.000235888
11.3743,0.000236102
11.3838,0.000236316
11.3933,0.000236531
