# diocotron highorder nc=512 l=3 ng=3 cfl=0.4
t,amplitude
3.08307,0.000118995
3.10222,0.000119272
3.12137,0.00011955
3.14052,0.000119829
3.15967,0.000120108
3.17882,0.000120389
3.19797,0.00012067
3.21712,0.000120952
3.23627,0.000121235
3.25542,0.000121519
3.27457,0.000121804
3.29372,0.000122089
3.31286,0.000122375
3.33201,0.000122662
3.35116,0.00012295
3.37031,0.000123239
3.38946,0.000123528
3.40861,0.000123818
3.42776,0.000124109
3.44691,0.000124401
3.46606,0.000124693
3.48521,0.000124986
3.50436,0.00012528
3.52351,0.000125575
3.54266,0.00012587
3.56181,0.000126166
3.58096,0.000126463
3.60011,0.00012676
3.61926,0.000127059
3.63841,0.000127357
3.65756,0.000127657
3.67671,0.000127957
3.69585,0.000128258
3.715,0.00012856
3.73415,0.000128862
3.7533,0.000129165
3.77245,0.000129468
3.7916,0.000129773
3.81075,0.000130078
3.8299,0.000130383
3.84905,0.000130689
3.8682,0.000130996
3.88735,0.000131303
3.9065,0.000131611
3.92565,0.00013192
3.9448,0.000132229
3.96395,0.000132539
3.9831,0.00013285
4.00225,0.000133161
4.0214,0.000133472
4.04055,0.000133785
4.0597,0.000134097
4.07884,0.000134411
4.09799,0.000134725
4.11714,0.000135039
4.13629,0.000135354
4.15544,0.00013567
4.17459,0.000135986
4.19374,0.000136303
4.21289,0.00013662
4.23204,0.000136938
4.25119,0.000137257
4.27034,0.000137576
4.28949,0.000137895
4.30864,0.000138215
4.32779,0.000138536
4.34694,0.000138857
4.36609,0.000139178
4.38524,0.0001395
4.40439,0.000139823
4.42354,0.000140146
4.44269,0.00014047
4.46183,0.000140794
4.48098,0.000141118
4.50013,0.000141443
4.51928,0.000141769
4.53843,0.000142095
4.55758,0.000142421
4.57673,0.000142748
4.59588,0.000143076
4.61503,0.000143404
4.63418,0.000143732
4.65333,0.000144061
4.67248,0.000144391
4.69163,0.00014472
4.71078,0.000145051
4.72993,0.000145381
4.74908,0.000145712
4.76823,0.000146044
4.78738,0.000146376
4.80653,0.000146709
4.82568,0.000147042
4.84483,0.000147375
4.86397,0.000147709
4.88312,0.000148043
4.90227,0.000148378
4.92142,0.000148713
4.94057,0.000149048
4.95972,0.000149384
4.97887,0.000149721
4.99802,0.000150058
5.01717,0.000150395
5.03632,0.000150732
5.05547,0.00015107
5.07462,0.000151409
5.09377,0.000151748
5.11292,0.000152087
5.13207,0.000152427
5.15122,0.000152767
5.17037,0.000153107
5.18952,0.000153448
5.20867,0.000153789
5.22782,0.000154131
5.24696,0.000154473
5.26611,0.000154815
5.28526,0.000155158
5.30441,0.000155501
5.32356,0.000155845
5.34271,0.000156189
5.36186,0.000156533
5.38101,0.000156878
5.40016,0.000157223
5.41931,0.000157568
5.43846,0.000157914
5.45761,0.00015826
5.47676,0.000158607
5.49591,0.000158954
5.51506,0.000159301
5.53421,0.000159649
5.55336,0.000159996
5.57251,0.000160345
5.59166,0.000160694
5.61081,0.000161043
5.62995,0.000161392
5.6491,0.000161742
5.66825,0.000162092
5.6874,0.000162442
5.70655,0.000162793
5.7257,0.000163144
5.74485,0.000163496
5.764,0.000163847
5.78315,0.0001642
5.8023,0.000164552
5.82145,0.000164905
5.8406,0.000165258
5.85975,0.000165612
5.8789,0.000165966
5.89805,0.00016632
5.9172,0.000166674
5.93635,0.000167029
5.9555,0.000167384
5.97465,0.00016774
5.9938,0.000168095
6.01294,0.000168452
6.03209,0.000168808
6.05124,0.000169165
6.07039,0.000169522
6.08954,0.000169879
6.10869,0.000170237
6.12784,0.000170595
6.14699,0.000170954
6.16614,0.000171312
6.18529,0.000171671
6.20444,0.000172031
6.22359,0.00017239
6.24274,0.00017275
6.26189,0.000173111
6.28104,0.000173471
6.30019,0.000173832
6.31934,0.000174193
6.33849,0.000174555
6.35764,0.000174917
6.37679,0.000175279
6.39594,0.000175641
6.41508,0.000176004
6.43423,0.000176367
6.45338,0.00017673
6.47253,0.000177094
6.49168,0.000177458
6.51083,0.000177822
6.52998,0.000178187
6.54913,0.000178551
6.56828,0.000178916
6.58743,0.000179282
6.60658,0.000179648
6.62573,0.000180013
6.64488,0.00018038
6.66403,0.000180746
6.68318,0.000181113
6.70233,0.00018148
6.72148,0.000181848
6.74063,0.000182215
6.75978,0.000182583
6.77893,0.000182951
6.79807,0.00018332
6.81722,0.000183689
6.83637,0.000184058
6.85552,0.000184427
6.87467,0.000184796
6.89382,0.000185166
6.91297,0.000185536
6.93212,0.000185907
6.95127,0.000186277
6.97042,0.000186648
6.98957,0.00018702
7.00872,0.000187391
7.02787,0.000187763
7.04702,0.000188135
7.06617,0.000188507
7.08532,0.000188879
7.10447,0.000189252
7.12362,0.000189625
7.14277,0.000189998
7.16192,0.000190372
7.18106,0.000190746
7.20021,0.00019112
7.21936,0.000191494
7.23851,0.000191869
7.25766,0.000192244
7.27681,0.000192619
7.29596,0.000192994
7.31511,0.00019337
7.33426,0.000193745
7.35341,0.000194121
7.37256,0.000194498
7.39171,0.000194874
7.41086,0.000195251
7.43001,0.000195628
7.44916,0.000196006
7.46831,0.000196383
7.48746,0.000196761
7.50661,0.000197139
7.52576,0.000197517
7.54491,0.000197896
7.56405,0.000198275
7.5832,0.000198654
7.60235,0.000199033
7.6215,0.000199412
7.64065,0.000199792
7.6598,0.000200172
7.67895,0.000200552
7.6981,0.000200933
7.71725,0.000201314
7.7364,0.000201694
7.75555,0.000202076
7.7747,0.000202457
7.79385,0.000202839
7.813,0.00020322
7.83215,0.000203602
7.8513,0.000203985
7.87045,0.000204367
7.8896,0.00020475
7.90875,0.000205133
7.9279,0.000205516
7.94705,0.0002059
7.96619,0.000206283
7.98534,0.000206667
8.00449,0.000207051
8.02364,0.000207436
8.04279,0.00020782
8.06194,0.000208205
8.08109,0.00020859
8.10024,0.000208975
8.11939,0.000209361
8.13854,0.000209746
8.15769,0.000210132
8.17684,0.000210518
8.19599,0.000210904
8.21514,0.000211291
8.23429,0.000211678
8.25344,0.000212065
8.27259,0.000212452
8.29174,0.000212839
8.31089,0.000213227
8.33004,0.000213615
8.34918,0.000214003
8.36833,0.000214391
8.38748,0.000214779
8.40663,0.000215168
8.42578,0.000215557
8.44493,0.000215946
8.46408,0.000216335
8.48323,0.000216724
8.50238,0.000217114
8.52153,0.000217504
8.54068,0.000217894
8.55983,0.000218284
8.57898,0.000218675
8.59813,0.000219066
8.61728,0.000219457
8.63643,0.000219848
8.65558,0.000220239
8.67473,0.000220631
8.69388,0.000221022
8.71303,0.000221414
8.73217,0.000221806
8.75132,0.000222199
8.77047,0.000222591
8.78962,0.000222984
8.80877,0.000223377
8.82792,0.00022377
8.84707,0.000224163
8.86622,0.000224557
8.88537,0.00022495
8.90452,0.000225344
8.92367,0.000225738
8.94282,0.000226132
8.96197,0.000226527
8.98112,0.000226921
9.00027,0.000227316
9.01942,0.000227711
9.03857,0.000228106
9.05772,0.000228502
9.07687,0.000228897
9.09602,0.000229293
9.11516,0.000229689
9.13431,0.000230085
9.15346,0.000230481
9.17261,0.000230878
9.19176,0.000231274
9.21091,0.000231671
9.23006,0.000232068
9.24921,0.000232465
9.26836,0.000232862
9.28751,0.00023326
9.30666,0.000233658
9.32581,0.000234056
9.34496,0.000234454
9.36411,0.000234852
9.38326,0.00023525
9.40241,0.000235649
9.42156,0.000236048
9.44071,0.000236447
9.45986,0.000236846
9.47901,0.000237245
9.49816,0.000237644
9.5173,0.000238044
9.53645,0.000238444
9.5556,0.000238844
9.57475,0.000239244
9.5939,0.000239644
9.61305,0.000240044
9.6322,0.000240445
9.65135,0.000240846
9.6705,0.000241247
9.68965,0.000241648
9.7088,0.000242049
9.72795,0.00024245
9.7471,0.000242852
9.76625,0.000243253
9.7854,0.000243655
9.80455,0.000244057
9.8237,0.000244459
9.84285,0.000244861
9.862,0.000245264
9.88115,0.000245666
9.90029,0.000246069
9.91944,0.000246472
9.93859,0.000246874
9.95774,0.000247277
9.97689,0.000247681
9.99604,0.000248084
10.0152,0.000248487
10.0343,0.000248891
10.0535,0.000249295
10.0726,0.000249698
10.0918,0.000250102
10.1109,0.000250506
10.1301,0.000250911
10.1492,0.000251315
10.1684,0.000251719
10.1875,0.000252124
10.2067,0.000252528
10.2258,0.000252933
10.245,0.000253338
10.2641,0.000253743
10.2833,0.000254148
10.3024,0.000254553
10.3216,0.000254959
10.3407,0.000255364
10.3599,0.00025577
10.379,0.000256175
10.3982,0.000256581
10.4173,0.000256987
10.4365,0.000257393
10.4556,0.000257799
10.4748,0.000258205
10.4939,0.000258612
10.5131,0.000259018
10.5322,0.000259425
10.5514,0.000259831
10.5705,0.000260238
10.5897,0.000260645
10.6088,0.000261052
10.628,0.000261459
10.6471,0.000261866
10.6663,0.000262273
10.6854,0.00026268
10.7046,0.000263088
10.7237,0.000263495
10.7429,0.000263903
10.762,0.00026431
10.7812,0.000264718
10.8003,0.000265126
10.8195,0.000265533
10.8386,0.000265941
10.8578,0.000266349
10.8769,0.000266757
10.8961,0.000267166
10.9152,0.000267574
10.9344,0.000267982
10.9535,0.000268391
10.9727,0.000268799
10.9918,0.000269207
11.011,0.000269616
11.0301,0.000270025
11.0493,0.000270433
11.0684,0.000270842
11.0876,0.000271251
11.1067,0.00027166
11.1259,0.000272069
11.145,0.000272478
11.1642,0.000272887
11.1833,0.000273296
11.2025,0.000273705
11.2216,0.000274114
11.2408,0.000274523
11.2599,0.000274932
11.2791,0.000275342
11.2982,0.000275751
11.3174,0.00027616
11.3365,0.00027657
11.3557,0.000276979
11.3748,0.000277388
11.394,0.000277798
11.4131,0.000278207
11.4323,0.000278617
11.4514,0.000279026
11.4706,0.000279436
11.4897,0.000279845
11.5089,0.000280255
11.528,0.000280664
11.5472,0.000281074
11.5663,0.000281484
11.5855,0.000281893
11.6046,0.000282303
11.6238,0.000282712
11.6429,0.000283122
11.662,0.000283531
11.6812,0.000283941
11.7003,0.000284351
11.7195,0.00028476
11.7386,0.00028517
11.7578,0.000285579
