# diocotron highorder nc=512 l=4 ng=3 cfl=0.4
t,amplitude
2.17716,7.45558e-05
2.19643,7.47623e-05
2.2157,7.49698e-05
2.23496,7.51784e-05
2.25423,7.53882e-05
2.2735,7.5599e-05
2.29276,7.58108e-05
2.31203,7.60238e-05
2.3313,7.62378e-05
2.35056,7.64528e-05
2.36983,7.66688e-05
2.3891,7.68859e-05
2.40836,7.7104e-05
2.42763,7.73231e-05
2.4469,7.75432e-05
2.46616,7.77643e-05
2.48543,7.79863e-05
2.5047,7.82093e-05
2.52397,7.84333e-05
2.54323,7.86582e-05
2.5625,7.88841e-05
2.58177,7.91109e-05
2.60103,7.93386e-05
2.6203,7.95672e-05
2.63957,7.97968e-05
2.65883,8.00272e-05
2.6781,8.02585e-05
2.69737,8.04907e-05
2.71663,8.07238e-05
2.7359,8.09578e-05
2.75517,8.11926e-05
2.77444,8.14282e-05
2.7937,8.16647e-05
2.81297,8.19021e-05
2.83224,8.21403e-05
2.8515,8.23793e-05
2.87077,8.26191e-05
2.89004,8.28597e-05
2.9093,8.31011e-05
2.92857,8.33433e-05
2.94784,8.35863e-05
2.9671,8.38301e-05
2.98637,8.40747e-05
3.00564,8.432e-05
3.02491,8.4566e-05
3.04417,8.48129e-05
3.06344,8.50605e-05
3.08271,8.53088e-05
3.10197,8.55578e-05
3.12124,8.58076e-05
3.14051,8.60581e-05
3.15977,8.63093e-05
3.17904,8.65613e-05
3.19831,8.68139e-05
3.21757,8.70672e-05
3.23684,8.73213e-05
3.25611,8.7576e-05
3.27538,8.78314e-05
3.29464,8.80875e-05
3.31391,8.83443e-05
3.33318,8.86017e-05
3.35244,8.88598e-05
3.37171,8.91186e-05
3.39098,8.93781e-05
3.41024,8.96382e-05
3.42951,8.98989e-05
3.44878,9.01603e-05
3.46804,9.04223e-05
3.48731,9.0685e-05
3.50658,9.09483e-05
3.52585,9.12122e-05
3.54511,9.14767e-05
3.56438,9.17419e-05
3.58365,9.20076e-05
3.60291,9.2274e-05
3.62218,9.2541e-05
3.64145,9.28085e-05
3.66071,9.30767e-05
3.67998,9.33454e-05
3.69925,9.36148e-05
3.71851,9.38847e-05
3.73778,9.41552e-05
3.75705,9.44263e-05
3.77631,9.46979e-05
3.79558,9.49702e-05
3.81485,9.52429e-05
3.83412,9.55163e-05
3.85338,9.57902e-05
3.87265,9.60647e-05
3.89192,9.63397e-05
3.91118,9.66152e-05
3.93045,9.68913e-05
3.94972,9.7168e-05
3.96898,9.74451e-05
3.98825,9.77228e-05
4.00752,9.80011e-05
4.02678,9.82799e-05
4.04605,9.85592e-05
4.06532,9.8839e-05
4.08459,9.91193e-05
4.10385,9.94002e-05
4.12312,9.96815e-05
4.14239,9.99634e-05
4.16165,0.000100246
4.18092,0.000100529
4.20019,0.000100812
4.21945,0.000101096
4.23872,0.00010138
4.25799,0.000101665
4.27725,0.000101951
4.29652,0.000102236
4.31579,0.000102523
4.33506,0.00010281
4.35432,0.000103097
4.37359,0.000103385
4.39286,0.000103673
4.41212,0.000103962
4.43139,0.000104251
4.45066,0.00010454
4.46992,0.000104831
4.48919,0.000105121
4.50846,0.000105412
4.52772,0.000105704
4.54699,0.000105996
4.56626,0.000106288
4.58553,0.000106581
4.60479,0.000106874
4.62406,0.000107168
4.64333,0.000107462
4.66259,0.000107757
4.68186,0.000108052
4.70113,0.000108347
4.72039,0.000108643
4.73966,0.00010894
4.75893,0.000109236
4.77819,0.000109534
4.79746,0.000109831
4.81673,0.000110129
4.836,0.000110428
4.85526,0.000110727
4.87453,0.000111026
4.8938,0.000111326
4.91306,0.000111627
4.93233,0.000111927
4.9516,0.000112228
4.97086,0.00011253
4.99013,0.000112832
5.0094,0.000113134
5.02866,0.000113437
5.04793,0.00011374
5.0672,0.000114044
5.08647,0.000114348
5.10573,0.000114653
5.125,0.000114958
5.14427,0.000115263
5.16353,0.000115569
5.1828,0.000115875
5.20207,0.000116182
5.22133,0.000116489
5.2406,0.000116796
5.25987,0.000117104
5.27913,0.000117412
5.2984,0.000117721
5.31767,0.00011803
5.33693,0.00011834
5.3562,0.00011865
5.37547,0.00011896
5.39474,0.000119271
5.414,0.000119582
5.43327,0.000119894
5.45254,0.000120206
5.4718,0.000120518
5.49107,0.000120831
5.51034,0.000121144
5.5296,0.000121458
5.54887,0.000121772
5.56814,0.000122086
5.5874,0.000122401
5.60667,0.000122717
5.62594,0.000123032
5.64521,0.000123348
5.66447,0.000123665
5.68374,0.000123982
5.70301,0.000124299
5.72227,0.000124617
5.74154,0.000124935
5.76081,0.000125254
5.78007,0.000125573
5.79934,0.000125892
5.81861,0.000126212
5.83787,0.000126532
5.85714,0.000126852
5.87641,0.000127173
5.89568,0.000127494
5.91494,0.000127816
5.93421,0.000128138
5.95348,0.00012846
5.97274,0.000128783
5.99201,0.000129106
6.01128,0.00012943
6.03054,0.000129754
6.04981,0.000130078
6.06908,0.000130403
6.08834,0.000130728
6.10761,0.000131053
6.12688,0.000131379
6.14615,0.000131706
6.16541,0.000132032
6.18468,0.000132359
6.20395,0.000132687
6.22321,0.000133014
6.24248,0.000133343
6.26175,0.000133671
6.28101,0.000134
6.30028,0.00013433
6.31955,0.000134659
6.33881,0.000134989
6.35808,0.00013532
6.37735,0.000135651
6.39662,0.000135982
6.41588,0.000136314
6.43515,0.000136646
6.45442,0.000136978
6.47368,0.000137311
6.49295,0.000137644
6.51222,0.000137978
6.53148,0.000138312
6.55075,0.000138646
6.57002,0.000138981
6.58928,0.000139316
6.60855,0.000139651
6.62782,0.000139987
6.64709,0.000140324
6.66635,0.00014066
6.68562,0.000140998
6.70489,0.000141335
6.72415,0.000141673
6.74342,0.000142011
6.76269,0.00014235
6.78195,0.000142689
6.80122,0.000143029
6.82049,0.000143369
6.83975,0.000143709
6.85902,0.000144049
6.87829,0.00014439
6.89755,0.000144732
6.91682,0.000145074
6.93609,0.000145416
6.95536,0.000145758
6.97462,0.000146101
6.99389,0.000146445
7.01316,0.000146788
7.03242,0.000147133
7.05169,0.000147477
7.07096,0.000147822
7.09022,0.000148167
7.10949,0.000148513
7.12876,0.000148859
7.14802,0.000149206
7.16729,0.000149553
7.18656,0.0001499
7.20583,0.000150248
7.22509,0.000150596
7.24436,0.000150944
7.26363,0.000151293
7.28289,0.000151643
7.30216,0.000151992
7.32143,0.000152342
7.34069,0.000152693
7.35996,0.000153044
7.37923,0.000153395
7.39849,0.000153747
7.41776,0.000154099
7.43703,0.000154451
7.4563,0.000154804
7.47556,0.000155157
7.49483,0.000155511
7.5141,0.000155865
7.53336,0.00015622
7.55263,0.000156574
7.5719,0.00015693
7.59116,0.000157285
7.61043,0.000157641
7.6297,0.000157998
7.64896,0.000158355
7.66823,0.000158712
7.6875,0.00015907
7.70677,0.000159428
7.72603,0.000159786
7.7453,0.000160145
7.76457,0.000160504
7.78383,0.000160864
7.8031,0.000161224
7.82237,0.000161585
7.84163,0.000161946
7.8609,0.000162307
7.88017,0.000162669
7.89943,0.000163031
7.9187,0.000163393
7.93797,0.000163756
7.95724,0.00016412
7.9765,0.000164484
7.99577,0.000164848
8.01504,0.000165213
8.0343,0.000165578
8.05357,0.000165943
8.07284,0.000166309
8.0921,0.000166676
8.11137,0.000167043
8.13064,0.00016741
8.1499,0.000167778
8.16917,0.000168146
8.18844,0.000168514
8.2077,0.000168883
8.22697,0.000169253
8.24624,0.000169622
8.26551,0.000169993
8.28477,0.000170363
8.30404,0.000170735
8.32331,0.000171106
8.34257,0.000171478
8.36184,0.000171851
8.38111,0.000172223
8.40037,0.000172597
8.41964,0.000172971
8.43891,0.000173345
8.45817,0.000173719
8.47744,0.000174094
8.49671,0.00017447
8.51598,0.000174846
8.53524,0.000175222
8.55451,0.000175599
8.57378,0.000175976
8.59304,0.000176354
8.61231,0.000176732
8.63158,0.00017711
8.65084,0.000177489
8.67011,0.000177869
8.68938,0.000178248
8.70864,0.000178629
8.72791,0.000179009
8.74718,0.00017939
8.76645,0.000179772
8.78571,0.000180154
8.80498,0.000180536
8.82425,0.000180919
8.84351,0.000181302
8.86278,0.000181686
8.88205,0.00018207
8.90131,0.000182454
8.92058,0.000182839
8.93985,0.000183225
8.95911,0.00018361
8.97838,0.000183997
8.99765,0.000184383
9.01692,0.000184771
9.03618,0.000185158
9.05545,0.000185546
9.07472,0.000185935
9.09398,0.000186323
9.11325,0.000186713
9.13252,0.000187102
9.15178,0.000187492
9.17105,0.000187883
9.19032,0.000188274
9.20958,0.000188665
9.22885,0.000189057
9.24812,0.000189449
9.26739,0.000189842
9.28665,0.000190235
9.30592,0.000190628
9.32519,0.000191022
9.34445,0.000191416
9.36372,0.000191811
9.38299,0.000192206
9.40225,0.000192601
9.42152,0.000192997
9.44079,0.000193394
9.46005,0.00019379
9.47932,0.000194188
9.49859,0.000194585
9.51786,0.000194983
9.53712,0.000195382
9.55639,0.00019578
9.57566,0.000196179
9.59492,0.000196579
9.61419,0.000196979
9.63346,0.000197379
9.65272,0.00019778
9.67199,0.000198182
9.69126,0.000198583
9.71052,0.000198985
9.72979,0.000199388
9.74906,0.00019979
9.76832,0.000200194
9.78759,0.000200597
9.80686,0.000201001
9.82613,0.000201405
9.84539,0.00020181
9.86466,0.000202215
9.88393,0.000202621
9.90319,0.000203027
9.92246,0.000203433
9.94173,0.000203839
9.96099,0.000204246
9.98026,0.000204654
9.99953,0.000205062
10.0188,0.00020547
10.0381,0.000205878
10.0573,0.000206287
10.0766,0.000206697
10.0959,0.000207106
10.1151,0.000207516
10.1344,0.000207927
10.1537,0.000208337
10.1729,0.000208748
10.1922,0.00020916
10.2115,0.000209572
10.2307,0.000209984
10.25,0.000210396
10.2693,0.000210809
10.2885,0.000211223
10.3078,0.000211636
10.3271,0.00021205
10.3463,0.000212465
10.3656,0.000212879
10.3849,0.000213294
10.4041,0.00021371
10.4234,0.000214125
10.4427,0.000214541
10.4619,0.000214958
10.4812,0.000215374
10.5005,0.000215792
10.5197,0.000216209
10.539,0.000216627
10.5583,0.000217045
10.5775,0.000217463
10.5968,0.000217882
10.6161,0.000218301
10.6353,0.000218721
10.6546,0.00021914
10.6739,0.00021956
10.6931,0.000219981
10.7124,0.000220402
10.7317,0.000220823
10.7509,0.000221244
10.7702,0.000221666
10.7895,0.000222088
10.8087,0.00022251
10.828,0.000222932
10.8472,0.000223355
10.8665,0.000223778
10.8857,0.000224201
10.905,0.000224625
10.9242,0.000225049
10.9435,0.000225473
10.9627,0.000225897
10.982,0.000226322
11.0012,0.000226747
11.0205,0.000227172
11.0397,0.000227598
11.059,0.000228024
11.0782,0.00022845
11.0975,0.000228876
11.1167,0.000229303
11.136,0.00022973
11.1552,0.000230157
11.1745,0.000230585
11.1937,0.000231012
11.213,0.00023144
11.2322,0.000231867
11.2514,0.000232295
11.2706,0.000232724
11.2899,0.000233152
11.3091,0.000233581
11.3283,0.00023401
11.3475,0.000234439
11.3667,0.000234868
11.386,0.000235298
11.4052,0.000235728
11.4244,0.000236158
11.4436,0.000236588
11.4629,0.000237019
11.4821,0.00023745
11.5013,0.000237881
11.5205,0.000238312
11.5398,0.000238744
11.559,0.000239176
11.5782,0.000239608
11.5974,0.000240039
11.6166,0.000240471
11.6358,0.000240903
11.655,0.000241335
11.6742,0.000241767
11.6933,0.000242199
11.7125,0.000242632
11.7317,0.000243064
11.7509,0.000243497
11.7701,0.00024393
11.7893,0.000244364
11.8085,0.000244797
11.8277,0.000245231
